Category,Feature,Status,Comments,Reference
"Style","pie-4-background-color","Replaced","Use chart: 'pie' and chart-colors[3].","MIGRATING.md"
"Style","pie-4-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[3]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-4-background-size","Replaced","Use chart: 'pie' and chart-values[3] (fraction or percentage).","MIGRATING.md"
"Style","pie-5-background-color","Replaced","Use chart: 'pie' and chart-colors[4].","MIGRATING.md"
"Style","pie-5-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[4]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-5-background-size","Replaced","Use chart: 'pie' and chart-values[4] (fraction or percentage).","MIGRATING.md"
"Style","pie-6-background-color","Replaced","Use chart: 'pie' and chart-colors[5].","MIGRATING.md"
"Style","pie-6-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[5]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-6-background-size","Replaced","Use chart: 'pie' and chart-values[5] (fraction or percentage).","MIGRATING.md"
"Style","pie-7-background-color","Replaced","Use chart: 'pie' and chart-colors[6].","MIGRATING.md"
"Style","pie-7-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[6]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-7-background-size","Replaced","Use chart: 'pie' and chart-values[6] (fraction or percentage).","MIGRATING.md"
"Style","pie-8-background-color","Replaced","Use chart: 'pie' and chart-colors[7].","MIGRATING.md"
"Style","pie-8-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[7]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-8-background-size","Replaced","Use chart: 'pie' and chart-values[7] (fraction or percentage).","MIGRATING.md"
"Style","pie-9-background-color","Replaced","Use chart: 'pie' and chart-colors[8].","MIGRATING.md"
"Style","pie-9-background-opacity","Replaced","Use chart: 'pie' and the alpha component of chart-colors[8]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","pie-9-background-size","Replaced","Use chart: 'pie' and chart-values[8] (fraction or percentage).","MIGRATING.md"
"Style","pie-hole","Replaced","Use chart: 'pie' and chart-hole.","MIGRATING.md"
"Style","pie-size","Replaced","Use chart: 'pie' and chart-size.","MIGRATING.md"
"Style","pie-start-angle","Replaced","Use chart: 'pie' and chart-start-angle.","MIGRATING.md"
"Style","position","Replaced","Use ele.position(); position is not a style property.","MIGRATING.md"
"Style","radius-type","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","segment-distance","Replaced","Use segment-distances (plural).","MIGRATING.md"
"Style","segment-distances","Implemented","Edge routing array; constants only. Use an id-keyed style bypass for a different array on each edge.","src/style.mts"
"Style","segment-radii","Implemented","Edge routing array; constants only. Use an id-keyed style bypass for a different array on each edge.","src/style.mts"
"Style","segment-radius","Replaced","Use segment-radii (plural).","MIGRATING.md"
"Style","segment-weight","Replaced","Use segment-weights (plural).","MIGRATING.md"
"Style","segment-weights","Implemented","Edge routing array; constants only. Use an id-keyed style bypass for a different array on each edge.","src/style.mts"
"Style","selection-box-border-color","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","selection-box-border-width","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","selection-box-color","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","selection-box-opacity","Implemented","Core theming; set in the core stylesheet group. Constants only.","src/style.mts"
"Style","shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","shape-polygon-points","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-arrow-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-arrow-fill","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-arrow-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-arrow-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-distance-from-node","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-endpoint","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-label","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-text-margin-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-text-margin-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-text-offset","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","source-text-rotation","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","stripe-1-background-color","Replaced","Use chart: 'stripes' and chart-colors[0].","MIGRATING.md"
"Style","stripe-1-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[0]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-1-background-size","Replaced","Use chart: 'stripes' and chart-values[0] (fraction or percentage).","MIGRATING.md"
"Style","stripe-10-background-color","Replaced","Use chart: 'stripes' and chart-colors[9].","MIGRATING.md"
"Style","stripe-10-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[9]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-10-background-size","Replaced","Use chart: 'stripes' and chart-values[9] (fraction or percentage).","MIGRATING.md"
"Style","stripe-11-background-color","Replaced","Use chart: 'stripes' and chart-colors[10].","MIGRATING.md"
"Style","stripe-11-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[10]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-11-background-size","Replaced","Use chart: 'stripes' and chart-values[10] (fraction or percentage).","MIGRATING.md"
"Style","stripe-12-background-color","Replaced","Use chart: 'stripes' and chart-colors[11].","MIGRATING.md"
"Style","stripe-12-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[11]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-12-background-size","Replaced","Use chart: 'stripes' and chart-values[11] (fraction or percentage).","MIGRATING.md"
"Style","stripe-13-background-color","Replaced","Use chart: 'stripes' and chart-colors[12].","MIGRATING.md"
"Style","stripe-13-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[12]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-13-background-size","Replaced","Use chart: 'stripes' and chart-values[12] (fraction or percentage).","MIGRATING.md"
"Style","stripe-14-background-color","Replaced","Use chart: 'stripes' and chart-colors[13].","MIGRATING.md"
"Style","stripe-14-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[13]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-14-background-size","Replaced","Use chart: 'stripes' and chart-values[13] (fraction or percentage).","MIGRATING.md"
"Style","stripe-15-background-color","Replaced","Use chart: 'stripes' and chart-colors[14].","MIGRATING.md"
"Style","stripe-15-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[14]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-15-background-size","Replaced","Use chart: 'stripes' and chart-values[14] (fraction or percentage).","MIGRATING.md"
"Style","stripe-16-background-color","Replaced","Use chart: 'stripes' and chart-colors[15].","MIGRATING.md"
"Style","stripe-16-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[15]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-16-background-size","Replaced","Use chart: 'stripes' and chart-values[15] (fraction or percentage).","MIGRATING.md"
"Style","stripe-2-background-color","Replaced","Use chart: 'stripes' and chart-colors[1].","MIGRATING.md"
"Style","stripe-2-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[1]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-2-background-size","Replaced","Use chart: 'stripes' and chart-values[1] (fraction or percentage).","MIGRATING.md"
"Style","stripe-3-background-color","Replaced","Use chart: 'stripes' and chart-colors[2].","MIGRATING.md"
"Style","stripe-3-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[2]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-3-background-size","Replaced","Use chart: 'stripes' and chart-values[2] (fraction or percentage).","MIGRATING.md"
"Style","stripe-4-background-color","Replaced","Use chart: 'stripes' and chart-colors[3].","MIGRATING.md"
"Style","stripe-4-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[3]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-4-background-size","Replaced","Use chart: 'stripes' and chart-values[3] (fraction or percentage).","MIGRATING.md"
"Style","stripe-5-background-color","Replaced","Use chart: 'stripes' and chart-colors[4].","MIGRATING.md"
"Style","stripe-5-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[4]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-5-background-size","Replaced","Use chart: 'stripes' and chart-values[4] (fraction or percentage).","MIGRATING.md"
"Style","stripe-6-background-color","Replaced","Use chart: 'stripes' and chart-colors[5].","MIGRATING.md"
"Style","stripe-6-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[5]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-6-background-size","Replaced","Use chart: 'stripes' and chart-values[5] (fraction or percentage).","MIGRATING.md"
"Style","stripe-7-background-color","Replaced","Use chart: 'stripes' and chart-colors[6].","MIGRATING.md"
"Style","stripe-7-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[6]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-7-background-size","Replaced","Use chart: 'stripes' and chart-values[6] (fraction or percentage).","MIGRATING.md"
"Style","stripe-8-background-color","Replaced","Use chart: 'stripes' and chart-colors[7].","MIGRATING.md"
"Style","stripe-8-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[7]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-8-background-size","Replaced","Use chart: 'stripes' and chart-values[7] (fraction or percentage).","MIGRATING.md"
"Style","stripe-9-background-color","Replaced","Use chart: 'stripes' and chart-colors[8].","MIGRATING.md"
"Style","stripe-9-background-opacity","Replaced","Use chart: 'stripes' and the alpha component of chart-colors[8]; chart-opacity controls the whole chart.","MIGRATING.md"
"Style","stripe-9-background-size","Replaced","Use chart: 'stripes' and chart-values[8] (fraction or percentage).","MIGRATING.md"
"Style","stripe-direction","Replaced","Use chart: 'stripes' and chart-direction.","MIGRATING.md"
"Style","stripe-size","Replaced","Use chart: 'stripes' and chart-size.","MIGRATING.md"
"Style","target-arrow-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-arrow-fill","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-arrow-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-arrow-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-distance-from-node","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-endpoint","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-label","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-text-margin-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-text-margin-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-text-offset","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","target-text-rotation","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","taxi-direction","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","taxi-radius","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","taxi-track","Implemented","Assign an explicit taxi track for automatic turn routing.","src/style.mts"
"Style","taxi-track-spacing","Implemented","Control spacing between automatic taxi tracks.","src/style.mts"
"Style","taxi-turn","Implemented","Numeric and percentage turns plus v4 'auto': assign fan-out tracks from live positions.","src/style.mts"
"Style","taxi-turn-min-distance","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-background-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-background-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-background-padding","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-background-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-border-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-border-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-border-style","Planned","Dashed label-box borders are scoped in round 76.3; current borders remain solid.","plan/rounds/2026-08-14-07-rnd0076-plan-the-small-style-wins-bundle.md"
"Style","text-border-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-events","Partial","Node labels only; the edges group rejects this property. Edge labels are not pickable.","src/style.mts"
"Style","text-halign","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-justification","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-margin-x","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-margin-y","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-max-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-metrics","Replaced","Use eles.labelBoundingBox() for measured label extents.","MIGRATING.md"
"Style","text-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-outline-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-outline-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-outline-width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-overflow-wrap","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-rotation","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-transform","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-valign","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","text-wrap","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","transition-delay","Partial","Global transition configuration; plain milliseconds only. Time-unit strings and per-element mappers are excluded.","src/style.mts"
"Style","transition-duration","Partial","Global transition configuration; plain milliseconds only. Time-unit strings and per-element mappers are excluded.","src/style.mts"
"Style","transition-property","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","transition-timing-function","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","underlay-color","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","underlay-corner-radius","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","underlay-opacity","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","underlay-padding","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","underlay-shape","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","visibility","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","width","Implemented","Accepted by the v4 stylesheet. Values and applicable element groups follow the v4 style compiler.","src/style.mts"
"Style","z-compound-depth","Excluded","Draw order is structural: parents, edges, leaves, labels; slot order within a stream. Z-index ordering was deliberately removed.","MIGRATING.md"
"Style","z-index","Excluded","Draw order is structural: parents, edges, leaves, labels; slot order within a stream. Z-index ordering was deliberately removed.","MIGRATING.md"
"Style","z-index-compare","Excluded","Draw order is structural: parents, edges, leaves, labels; slot order within a stream. Z-index ordering was deliberately removed.","MIGRATING.md"
"Styling","Additional chart kinds","Planned","Heat strips, radial heat, signed bars, declarative chart colour scales and a measured increase to the slice ceiling are scoped in round 80.","plan/rounds/2026-08-14-11-rnd0080-plan-node-charts-heat-bars-and-the-slice-ceiling.md"
"Styling","CSS strings and function styles","Replaced","Use grouped declarative styles and mapper specifications.","MIGRATING.md"
"Styling","Declarative mappers","Implemented","Data mappings, scales and state conditions compile into the style engine.","src/style.mts"
"Styling","Node charts","Implemented","Pie and stripe charts through the chart property family.","src/style.mts"
"Styling","Per-element bypasses","Implemented","Id-keyed constants with v3 method sugar, serialized as part of the stylesheet.","MIGRATING.md"
"Styling","Screen-space sizing investigation","Planned","Scoped design investigation; viewport-fixed labels remain excluded from current support.","plan/rounds/2026-08-14-07-rnd0076-plan-the-small-style-wins-bundle.md"
